Day of the week,Time of day,LONGITUDE,LATITUDE,Weather,CrashServerity,Lighting,RoadCondition
6,2,149.14879031685,-35.2547910704818,0,0,0,0
7,4,149.14879031685,-35.2547910704818,0,0,3,0
7,3,149.15659332993,-35.1949286902563,6,0,0,3
4,1,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.140739009082,-35.2904089323739,1,0,0,3
4,3,149.146272956097,-35.2344253904292,0,0,3,0
6,2,149.140441541372,-35.3036217097715,6,0,0,3
4,3,149.14879031685,-35.2547910704818,0,0,0,1
1,3,149.050432076663,-35.3405419836303,6,0,1,3
4,3,149.136084669345,-35.2804099092918,0,0,1,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
3,4,149.118022979575,-35.4337298952853,0,0,3,0
1,4,149.139194207432,-35.1624576169613,0,0,3,0
2,3,149.068611825793,-35.4169200397211,0,0,0,0
3,1,149.090085414632,-35.1784349019202,0,1,0,0
2,3,149.130967957184,-35.2764496159354,0,0,0,0
1,4,149.14879031685,-35.2547910704818,0,0,3,0
2,4,149.14879031685,-35.2547910704818,6,0,5,3
6,4,149.14879031685,-35.2547910704818,0,0,3,0
1,1,149.175615442998,-35.3376998297743,0,0,0,0
1,4,149.14879031685,-35.2547910704818,0,0,3,0
4,1,149.149256344202,-35.1869070667968,0,0,0,0
6,2,149.060365836767,-35.2419185787868,0,0,0,0
3,1,149.171914289529,-35.3842814144002,6,1,0,3
3,1,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.076178553576,-35.2766505154811,0,0,0,0
6,3,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.155575520873,-35.1844841654657,0,0,1,0
3,2,149.127870358478,-35.2700627482272,1,1,0,0
3,3,149.095301801917,-35.2013506849441,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.125389415958,-35.2796726019957,1,0,0,0
1,3,149.132352026986,-35.2759705473536,0,0,3,0
3,1,149.137526817163,-35.3028046921231,0,0,0,0
3,1,149.033670315249,-35.2047945869139,0,0,0,0
4,1,149.127748319276,-35.1935273249401,0,0,0,0
3,3,149.140739009082,-35.2904089323739,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
1,3,149.136683129571,-35.2484144549823,0,0,0,0
5,3,149.14879031685,-35.2547910704818,7,0,1,3
2,3,149.043382613186,-35.2174551184442,0,0,0,0
6,2,149.14879031685,-35.2547910704818,0,0,0,0
1,3,149.133859721195,-35.2485165325842,0,0,3,0
2,1,149.14879031685,-35.2547910704818,0,0,0,0
5,1,149.14879031685,-35.2547910704818,0,1,0,0
6,2,149.132826755283,-35.1829773452261,0,0,0,0
6,2,149.12926874474,-35.2793713994857,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
6,4,149.09159098985,-35.2345830384708,0,0,3,0
2,3,149.133482872366,-35.2535640021109,6,0,0,3
4,1,149.057433632162,-35.3737735606501,0,0,0,0
7,3,149.089954933117,-35.2574762925215,7,0,3,3
5,3,149.064078786797,-35.2415564434404,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.150426832338,-35.2417298672439,0,0,3,0
1,4,149.086354598301,-35.3890256363934,0,0,4,0
7,1,149.066344696755,-35.4180927393768,6,0,0,3
4,1,149.14879031685,-35.2547910704818,6,0,0,3
2,2,149.130027691107,-35.2649234190998,0,0,0,0
1,2,149.14879031685,-35.2547910704818,0,0,0,0
2,2,149.116788299293,-35.3829820859867,0,0,0,0
2,2,149.14879031685,-35.2547910704818,0,0,0,0
2,4,149.14879031685,-35.2547910704818,0,0,3,0
5,4,149.078713894455,-35.4243588896122,0,0,3,0
3,1,149.114274747028,-35.4474860245007,0,0,0,0
7,3,149.133859721195,-35.2485165325842,0,0,0,0
3,4,149.14879031685,-35.2547910704818,0,0,4,0
7,1,149.153928422742,-35.326723447129,4,0,0,3
2,1,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,1,0,0
5,1,149.13567769811,-35.1879404320844,0,0,0,0
3,3,149.072008930509,-35.3964421571033,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
5,2,149.096254462494,-35.4353967195755,0,2,0,0
4,1,149.095487532567,-35.3666415522404,0,0,0,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.100926620361,-35.2430752746251,0,0,0,0
4,3,149.057956389561,-35.2359351639416,6,0,4,3
5,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.134610637934,-35.286738297512,0,0,0,0
4,2,149.070471673792,-35.3575091668017,0,1,0,0
6,3,149.14879031685,-35.2547910704818,0,0,4,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
6,4,148.813920730097,-35.3564921482809,0,0,5,1
4,1,149.161246582758,-35.3411524970486,0,0,0,0
1,3,149.140372714111,-35.3018463062143,0,0,3,0
5,2,149.099587192977,-35.2140825151474,0,0,0,0
4,1,149.156427758518,-35.3950440550393,0,0,0,0
6,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.172481704389,-35.2943537957635,0,0,0,0
6,2,149.130636361046,-35.2604164950206,6,0,0,3
2,1,149.161246582758,-35.3411524970486,0,0,0,0
5,1,149.018704742112,-35.2156299457101,1,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,1,0
4,3,149.076178553576,-35.2766505154811,0,0,0,0
6,1,149.095301801917,-35.2013506849441,0,0,0,0
4,4,149.125707171692,-35.2404943936852,0,0,3,0
1,1,149.047887771969,-35.2688980782613,0,0,0,0
1,3,149.127185982643,-35.2907473598636,0,0,0,0
1,4,149.133847124927,-35.5697908071558,0,0,5,0
1,3,149.034259956496,-35.2298678214682,0,0,0,0
6,1,149.116875632623,-35.3824502739665,0,0,0,0
5,1,149.14879031685,-35.2547910704818,1,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
6,4,149.14879031685,-35.2547910704818,0,0,3,0
3,3,149.134192202415,-35.1785416674433,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,1,0
2,2,149.136927978416,-35.1871279740144,7,0,0,3
5,2,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.14879031685,-35.2547910704818,6,0,0,3
6,3,149.121652865396,-35.3117519325373,0,0,0,0
3,3,149.086264279817,-35.1773107949973,1,0,1,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
1,2,149.138045938931,-35.2487104303861,0,0,0,0
5,2,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.140782672252,-35.2902196203386,1,0,0,0
4,2,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.086349175829,-35.3485326353217,0,0,0,0
3,1,149.14879031685,-35.2547910704818,6,0,1,3
3,3,149.126095256531,-35.311982046724,0,0,0,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.12961718835,-35.2771629633935,6,0,3,3
2,3,149.083830427582,-35.3488496570009,6,0,0,3
4,1,149.141740503407,-35.3113891150471,0,0,0,0
7,4,149.072008930509,-35.3964421571033,0,1,3,0
4,1,149.099441827938,-35.35074063349,0,0,0,0
5,1,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.14879031685,-35.2547910704818,6,0,0,3
4,3,149.140739009082,-35.2904089323739,0,0,0,0
7,2,149.14879031685,-35.2547910704818,6,0,0,3
3,1,149.053961935297,-35.2433901777617,4,0,0,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.133924756123,-35.3197430114451,0,0,3,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
5,1,149.073505646202,-35.2429577673963,0,0,1,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.035357627635,-35.2275333033226,6,0,0,3
3,1,149.084289967941,-35.3461726595704,0,0,0,0
5,1,149.074919162522,-35.41556492424,0,0,0,0
5,3,149.14879031685,-35.2547910704818,6,0,3,3
1,1,149.176319729735,-35.337879109563,6,0,1,3
2,2,149.141975981932,-35.2670108470471,6,1,0,3
5,3,149.134061048182,-35.2867388658203,0,0,3,0
7,2,149.072008930509,-35.3964421571033,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
7,2,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.070783316222,-35.3477124367169,0,0,0,0
5,4,149.14879031685,-35.2547910704818,0,0,4,0
7,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.064978496849,-35.2560123309854,6,1,0,3
5,4,149.14879031685,-35.2547910704818,4,0,3,1
3,2,149.070783316222,-35.3477124367169,7,0,1,3
5,1,149.149941662097,-35.3233935266215,0,0,0,0
2,3,149.136616573254,-35.3903417889757,0,0,0,0
6,1,149.14879031685,-35.2547910704818,0,0,0,0
1,3,149.095301801917,-35.2013506849441,0,0,3,0
6,4,149.14879031685,-35.2547910704818,0,0,5,0
7,3,149.034746948917,-35.2064527078616,0,0,0,0
4,3,149.115071315909,-35.4165008240064,0,0,0,0
1,3,149.120480657966,-35.1859004226576,0,0,0,0
4,3,149.135839971945,-35.271469654748,0,0,0,0
5,1,149.075863024594,-35.2507884870403,0,0,0,0
1,4,149.14879031685,-35.2547910704818,0,0,3,0
5,2,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.122258525066,-35.2648948719528,1,0,0,0
6,1,149.014334506051,-35.2269050828714,0,0,0,3
5,1,149.060367078301,-35.4015666942784,0,0,0,0
1,3,149.14847816739,-35.3228544703146,6,0,1,3
1,1,149.056302290934,-35.3772798504027,0,0,0,0
4,4,149.132483951929,-35.2759974508898,0,0,3,3
1,3,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,1,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
4,4,149.188926729394,-35.2144786224636,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,1,3,0
1,1,149.069722897166,-35.3565902717654,0,0,0,0
3,1,149.14879031685,-35.2547910704818,6,0,0,3
1,3,149.078823535318,-35.4238180841499,0,0,0,0
4,3,149.18707577908,-35.2973524266274,0,0,0,0
6,3,149.155274712287,-35.3965054637851,0,0,0,0
3,1,149.149208574194,-35.3446909115574,0,0,0,0
3,3,149.092382198385,-35.3641112227694,0,0,0,0
6,3,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.077057586407,-35.3395888057641,0,0,0,0
4,1,149.138045938931,-35.2487104303861,7,0,0,3
3,2,149.072228728115,-35.2396507944863,0,0,0,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.12229548365,-35.1883682376017,0,1,0,0
1,1,149.083830427582,-35.3488496570009,0,0,0,0
1,2,149.097552745462,-35.4242474895111,0,0,0,0
5,3,149.082799679721,-35.3402974248044,0,0,0,0
4,4,149.14879031685,-35.2547910704818,2,0,3,2
4,2,149.142656558023,-35.1723679135742,0,0,0,0
4,3,149.122518875673,-35.442296160641,0,0,0,0
2,1,149.102597077017,-35.4064802646357,0,0,0,0
1,3,149.145561095878,-35.2159592554881,0,0,0,0
2,3,149.14879031685,-35.2547910704818,6,0,3,3
6,3,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.139782130469,-35.2900674900469,0,0,0,0
4,1,149.086634734799,-35.2671129788496,0,0,0,0
5,3,149.058678382655,-35.3216087812298,0,0,3,1
3,1,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.070783316222,-35.3477124367169,1,0,0,0
1,1,149.087973291856,-35.1851237516958,6,0,1,3
3,3,149.095301801917,-35.2013506849441,6,0,0,3
5,3,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.144968811918,-35.262681468534,0,0,0,0
4,2,149.148676803212,-35.3232598040254,0,0,0,0
4,1,149.074567183043,-35.3475211827934,0,0,0,0
1,4,149.192201433136,-35.215393020792,0,0,4,0
3,2,149.14879031685,-35.2547910704818,6,0,0,3
5,3,149.135425583911,-35.3160913892369,0,0,0,0
6,2,149.091367485883,-35.4377253079898,0,0,0,0
2,3,149.178130111931,-35.2987261445316,0,0,3,0
1,1,149.132602935901,-35.3182482910398,0,0,0,0
5,4,149.180579366664,-35.3028594644617,6,0,3,3
1,1,149.098224201043,-35.318335624317,0,0,0,0
1,4,149.14879031685,-35.2547910704818,0,0,3,0
3,4,149.063688981958,-35.414525060571,0,0,0,0
6,2,149.133972934242,-35.2866217928384,0,0,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.102666755336,-35.4096255436725,0,0,0,0
3,2,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.096440979164,-35.2296407051221,0,0,0,0
3,2,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
7,1,149.180854443892,-35.3029672247674,1,0,0,0
4,4,149.098616406755,-35.3503897599081,0,0,3,0
7,1,149.18707577908,-35.2973524266274,6,0,0,3
4,3,149.14879031685,-35.2547910704818,0,0,0,0
4,2,149.131666963452,-35.2662105776548,0,0,0,0
4,1,149.086439561822,-35.1769411605274,0,0,0,0
7,4,149.14879031685,-35.2547910704818,0,0,4,0
3,3,149.14879031685,-35.2547910704818,0,0,0,0
5,2,149.12343088335,-35.1680974671177,0,0,0,0
5,3,149.074919162522,-35.41556492424,0,0,0,0
2,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.133331105777,-35.2549160540819,0,0,0,0
4,3,149.177146433346,-35.3281084048381,0,0,0,0
3,2,149.025508514957,-35.1893481205599,0,0,0,0
5,2,149.14879031685,-35.2547910704818,0,0,0,0
2,4,149.14879031685,-35.2547910704818,0,0,4,0
7,4,149.14879031685,-35.2547910704818,0,0,3,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.14879031685,-35.2547910704818,7,0,0,3
2,3,149.14879031685,-35.2547910704818,1,0,0,0
2,3,149.095301801917,-35.2013506849441,0,0,0,0
2,3,149.091231767356,-35.4559753633131,0,0,3,0
7,2,149.149423199081,-35.2010027761729,6,0,0,3
7,2,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.071766568221,-35.3961628977864,0,0,0,0
2,2,149.093208904642,-35.3229956305188,0,0,0,0
7,4,149.11215195095,-35.284830791982,0,0,3,0
6,3,149.122512419437,-35.2261312629181,0,0,3,0
3,4,149.14879031685,-35.2547910704818,0,0,3,0
1,2,149.13379354014,-35.248345360602,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,3,0
2,2,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.065008999741,-35.3648479663266,0,0,0,0
1,3,149.113055693505,-35.2694815326924,0,0,0,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
7,1,149.14879031685,-35.2547910704818,0,0,0,0
6,2,149.125893835963,-35.2404311255887,0,1,0,0
3,3,149.14879031685,-35.2547910704818,0,0,3,0
5,2,149.140201386667,-35.2773682733749,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.14879031685,-35.2547910704818,6,0,0,3
2,3,149.143764823432,-35.2188903862503,0,0,0,0
5,1,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.14879031685,-35.2547910704818,6,0,0,3
3,3,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.139057660484,-35.3251541238738,0,0,0,0
2,1,149.076511684641,-35.2912999045391,0,0,0,0
5,3,149.145411666178,-35.1592061877801,0,0,0,0
1,3,149.12683916428,-35.2941634720659,7,0,1,3
3,3,149.14879031685,-35.2547910704818,0,0,0,0
6,1,149.100212213398,-35.3510554929259,0,0,0,0
3,1,149.147580284806,-35.2992606779257,0,0,0,0
2,1,149.057394914245,-35.3454653993119,0,0,0,0
4,3,149.053689175753,-35.2266447341041,0,0,0,0
5,2,149.068677935447,-35.4169921063266,0,1,0,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
4,4,149.14879031685,-35.2547910704818,6,0,0,3
1,1,149.130640866096,-35.2191115388547,0,0,0,0
4,3,149.147206942866,-35.3189625252656,0,1,0,0
6,4,149.14879031685,-35.2547910704818,0,0,3,0
3,1,149.07575222683,-35.2766277870357,1,0,0,0
5,1,149.087135440824,-35.2132432647438,6,0,0,3
3,3,149.14879031685,-35.2547910704818,0,0,1,0
4,1,149.002945651705,-35.2098710105824,3,0,0,0
3,1,149.137559953721,-35.1840900089366,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.131855869693,-35.1870701214046,0,0,0,0
2,1,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.030242195078,-35.2393859754048,6,0,0,3
4,1,149.14879031685,-35.2547910704818,6,0,0,3
4,2,149.051475954048,-35.3433676930492,0,0,0,0
2,4,149.14879031685,-35.2547910704818,0,0,3,0
4,3,149.14879031685,-35.2547910704818,0,0,3,0
6,2,149.14879031685,-35.2547910704818,0,0,0,0
6,4,149.032199049169,-35.2053626743121,1,0,4,3
5,1,149.058018893312,-35.3221137500668,0,0,0,0
4,3,149.072316632734,-35.2396777865742,0,0,0,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.130495210982,-35.2689515945834,0,0,0,0
1,4,149.14879031685,-35.2547910704818,0,2,5,0
5,3,149.14879031685,-35.2547910704818,1,0,0,3
4,2,149.133630622811,-35.2495802608216,7,0,0,3
3,3,149.14879031685,-35.2547910704818,0,0,0,0
6,1,149.133859721195,-35.2485165325842,0,0,0,0
7,4,149.178075945303,-35.3308649406522,6,0,3,3
5,1,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.083458127033,-35.3386567440506,0,0,0,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.067924872126,-35.2430597484282,0,0,0,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.14879031685,-35.2547910704818,7,0,3,3
5,3,149.129453991654,-35.278289701656,6,0,0,3
4,2,149.129340540924,-35.2758834476802,0,0,0,0
2,3,149.124691567353,-35.275842909467,0,0,1,0
4,1,149.091525318654,-35.2456956951313,0,1,0,0
6,2,149.08631579118,-35.3481270942053,0,0,0,0
7,1,149.132463307799,-35.2841448729466,0,0,0,0
2,4,149.14879031685,-35.2547910704818,0,0,3,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.176803672971,-35.3378784404963,6,0,0,3
3,1,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.129889550681,-35.2755404223144,0,0,0,0
6,1,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
7,4,149.14879031685,-35.2547910704818,0,0,3,0
7,3,149.131075796324,-35.260352965121,0,1,0,0
2,3,149.131680541115,-35.2606137213419,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,3,0
6,1,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.154396641639,-35.19447170105,0,0,0,0
4,1,149.065118932095,-35.412721932285,0,0,0,0
2,2,149.085512672968,-35.3362761622399,0,0,0,0
4,4,149.187383636684,-35.3124209780734,6,0,3,3
2,3,149.14879031685,-35.2547910704818,0,0,4,0
2,2,149.14879031685,-35.2547910704818,0,0,0,0
2,4,149.14879031685,-35.2547910704818,0,0,4,0
7,2,149.105938363164,-35.4205820622463,0,0,0,0
3,3,149.067818664284,-35.2481519484928,0,0,0,0
1,4,149.105961728129,-35.4032872259385,0,0,3,0
7,1,149.042605571191,-35.6008883101423,0,0,0,0
4,1,149.149941662097,-35.3233935266215,0,0,0,0
3,1,149.14879031685,-35.2547910704818,6,0,0,3
3,3,149.165410061643,-35.2869367688734,6,1,0,3
7,2,149.12548307456,-35.1833270942907,0,0,0,0
4,3,149.176650006876,-35.3380318656875,0,0,0,0
2,4,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.077698986961,-35.2914434383972,0,0,0,0
7,4,149.146283774506,-35.2343262391236,0,0,3,0
7,3,149.065088101484,-35.3197764421599,6,0,0,3
6,2,149.127748319276,-35.1935273249401,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.137121031315,-35.2404017662165,0,0,0,0
2,1,149.14879031685,-35.2547910704818,0,0,0,0
6,2,149.070165873631,-35.419199399668,6,0,0,3
1,4,149.14879031685,-35.2547910704818,0,0,3,0
2,3,149.131030889851,-35.1638991263617,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.102450498218,-35.413023388796,1,0,0,0
5,1,149.14879031685,-35.2547910704818,0,0,0,0
6,4,149.14879031685,-35.2547910704818,0,0,3,0
1,3,149.130521313748,-35.2864901133189,0,0,0,0
3,3,149.135575849535,-35.3389577782471,6,0,1,3
3,3,149.103207960096,-35.4206472958852,0,0,0,0
7,4,149.14879031685,-35.2547910704818,0,0,3,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
5,4,149.14879031685,-35.2547910704818,0,0,3,0
5,3,149.131187422404,-35.2835603461029,0,0,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
7,2,149.053296664212,-35.3395267828196,0,0,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
5,4,149.14879031685,-35.2547910704818,0,1,5,0
1,4,149.078437924492,-35.423529909046,6,0,4,3
3,1,149.14879031685,-35.2547910704818,0,0,0,0
1,3,149.079610076977,-35.2131314107802,0,0,4,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.13774678195,-35.3028585340668,0,0,0,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
6,4,149.154782064697,-35.3428277583402,0,0,3,0
3,2,149.063967264492,-35.2390689999797,0,0,0,0
3,1,149.1085716602,-35.3682627646395,6,0,0,3
1,4,149.195299826559,-35.2641556828747,0,0,5,0
1,3,149.138824427112,-35.3444050699463,0,0,0,0
4,4,149.14879031685,-35.2547910704818,0,0,3,0
4,2,149.133972934242,-35.2866217928384,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
4,4,149.129956039377,-35.2759098730554,0,1,3,0
5,3,149.138270834729,-35.3421345068524,0,0,0,0
1,3,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.045546486399,-35.242951374526,0,0,0,0
4,3,149.072994510438,-35.34794561213,0,0,0,0
4,1,149.083830427582,-35.3488496570009,0,0,0,0
5,4,149.073868445448,-35.2432910420311,0,0,3,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
1,4,149.14879031685,-35.2547910704818,0,0,5,0
2,3,149.14879031685,-35.2547910704818,0,0,1,0
6,3,149.104194077035,-35.3494157377384,0,0,0,0
5,4,149.14879031685,-35.2547910704818,0,0,4,3
5,4,149.14879031685,-35.2547910704818,0,0,3,0
5,3,149.067898027838,-35.2362732277117,0,0,3,0
1,2,149.069724797082,-35.4182803581868,0,0,0,0
4,3,149.12877096773,-35.1946078479982,6,0,1,3
3,2,149.116636114451,-35.4175989611749,0,0,0,0
4,1,149.062183090358,-35.3335849268777,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
7,1,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.083994685654,-35.3480384304834,0,0,0,0
5,3,149.088363776695,-35.4291565646115,0,0,0,0
5,3,149.056303413235,-35.379217526276,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
5,4,149.14879031685,-35.2547910704818,0,0,5,0
6,2,149.176311252459,-35.3818330504641,1,0,0,3
5,1,149.14879031685,-35.2547910704818,0,0,0,0
5,1,149.132514139534,-35.266885664593,0,0,0,0
3,2,149.068956206763,-35.3911804494426,1,0,0,0
6,3,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.064110189466,-35.2392401756471,6,0,0,3
2,1,149.131808667318,-35.3165547471387,0,0,0,0
5,3,149.08356969497,-35.3403870773728,0,0,0,0
1,3,149.133674885939,-35.2497875062698,0,0,1,0
2,2,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.14879031685,-35.2547910704818,0,0,0,0
5,1,149.126589072876,-35.2426205242761,1,0,0,0
4,3,149.034501674594,-35.2300840760222,6,0,1,3
3,4,149.14879031685,-35.2547910704818,6,0,3,3
6,4,149.14879031685,-35.2547910704818,0,0,3,0
5,3,149.057433632162,-35.3737735606501,0,0,0,0
7,1,149.14879031685,-35.2547910704818,0,0,1,3
4,3,149.085450812675,-35.3876202706152,0,1,0,0
5,3,149.14879031685,-35.2547910704818,0,0,3,0
7,1,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.14879031685,-35.2547910704818,0,0,0,0
3,1,149.074546745493,-35.2260224031073,0,0,0,0
1,3,149.051253774446,-35.3391048564767,0,0,0,0
3,1,149.100651675817,-35.3505594733342,1,0,0,0
1,2,149.14879031685,-35.2547910704818,0,0,0,0
3,2,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
2,2,149.131503311438,-35.2743311125794,0,0,0,0
3,1,149.091694699306,-35.3588303794872,0,0,0,0
5,4,149.12926874474,-35.2793713994857,0,0,0,0
2,3,149.14879031685,-35.2547910704818,0,0,0,0
6,2,149.128032217451,-35.287042027584,0,0,0,0
5,3,149.14879031685,-35.2547910704818,0,0,0,0
4,3,149.103025260909,-35.2338086584841,0,0,0,0
1,1,149.14879031685,-35.2547910704818,0,0,0,0
2,3,149.095301801917,-35.2013506849441,0,1,0,0
3,2,149.12961718835,-35.2771629633935,0,0,0,0
4,3,149.130958917355,-35.2703931482883,0,1,0,0
4,3,149.14879031685,-35.2547910704818,0,0,0,0
2,2,149.098212912357,-35.3134027286223,0,0,0,0
2,1,149.137190605006,-35.2497477917914,0,0,0,0
4,4,149.14879031685,-35.2547910704818,0,0,3,0
1,2,149.14879031685,-35.2547910704818,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,0,0,0
5,1,149.14879031685,-35.2547910704818,0,0,0,3
2,1,149.14879031685,-35.2547910704818,0,0,0,0
4,4,149.131866881032,-35.260307103195,0,0,3,0
7,2,149.14879031685,-35.2547910704818,0,0,0,0
1,4,149.106173945899,-35.1841822560314,0,1,3,0
3,3,149.135067645767,-35.2858860146718,0,0,3,0
6,2,149.090023319436,-35.348620355194,0,0,0,0
7,1,149.121730125437,-35.1684595683157,0,0,0,0
2,1,149.110123301057,-35.4391891904825,0,0,0,0
7,1,149.14879031685,-35.2547910704818,0,0,0,0
2,1,149.14879031685,-35.2547910704818,0,0,0,0
4,1,149.17590163078,-35.3378075860263,0,0,0,0
5,1,149.09763486502,-35.3076171051291,0,0,0,0
3,3,149.14879031685,-35.2547910704818,0,1,5,0
5,4,149.036030688613,-35.2032799531073,0,1,3,0
3,1,149.104194077035,-35.3494157377384,0,0,0,0
4,1,149.120346337533,-35.272872814418,0,0,0,0
3,2,149.14879031685,-35.2547910704818,0,0,0,0
5,3,149.119910338878,-35.1863065184134,6,0,0,3
6,4,149.12926874474,-35.2793713994857,0,0,3,0
6,3,149.068192118352,-35.2480255896263,0,0,0,0
3,4,149.100599928505,-35.3510083801739,0,1,3,0
4,3,149.14879031685,-35.2547910704818,6,0,5,3
